Country,Cumulative_Cases,Date,Recovered,Deaths,,,,,
Sweden,3,2003-05-30,3,0,,,,,
Switzerland,1,2003-05-30,1,0,,,,,
Thailand,8,2003-05-30,6,2,,,,,
United Kingdom,4,2003-05-30,4,0,,,,,
United States,66,2003-05-30,32,0,,,,,
Viet Nam,63,2003-05-30,58,5,,,,,
Total,8317,2003-05-30,5129,754,,,,,
Australia,6,2003-05-31,6,0,,,,,
Brazil,2,2003-05-31,2,0,,,,,
Canada,188,2003-05-31,116,30,,,,,
China,5328,2003-05-31,3371,332,,,,,
"China, Hong Kong Special Administrative Region^5",1739,2003-05-31,1310,278,,,,,
"China, Macao Special Administrative Region",1,2003-05-31,0,0,,,,,
"China, Taiwan",676,2003-05-31,129,81,,,,,
Colombia,1,2003-05-31,1,0,,,,,
Finland,1,2003-05-31,1,0,,,,,
France,7,2003-05-31,6,0,,,,,
Germany,10,2003-05-31,9,0,,,,,
India,3,2003-05-31,3,0,,,,,
Indonesia,2,2003-05-31,2,0,,,,,
Italy,9,2003-05-31,9,0,,,,,
Kuwait,1,2003-05-31,1,0,,,,,
Malaysia,5,2003-05-31,3,2,,,,,
Mongolia,9,2003-05-31,9,0,,,,,
New Zealand,1,2003-05-31,1,0,,,,,
Philippines,12,2003-05-31,10,2,,,,,
Republic of Ireland,1,2003-05-31,1,0,,,,,
Republic of Korea,3,2003-05-31,3,0,,,,,
Romania,1,2003-05-31,1,0,,,,,
Russian Federation,1,2003-05-31,0,0,,,,,
Singapore,206,2003-05-31,165,31,,,,,
South Africa,1,2003-05-31,0,1,,,,,
Spain,1,2003-05-31,1,0,,,,,
Sweden,3,2003-05-31,3,0,,,,,
Switzerland,1,2003-05-31,1,0,,,,,
Thailand,8,2003-05-31,6,2,,,,,
United Kingdom,4,2003-05-31,4,0,,,,,
United States,66,2003-05-31,32,0,,,,,
Viet Nam,63,2003-05-31,58,5,,,,,
Total,8360,2003-05-31,5264,764,,,,,
Australia,5,2003-06-02,5,0,,,,,
Brazil,2,2003-06-02,2,0,,,,,
Canada,198,2003-06-02,116,30,,,,,
China,5328,2003-06-02,3495,334,,,,,
"China, Hong Kong Special Administrative Region^5",1746,2003-06-02,1319,282,,,,,
"China, Macao Special Administrative Region",1,2003-06-02,1,0,,,,,
"China, Taiwan",684,2003-06-02,134,81,,,,,
Colombia,1,2003-06-02,1,0,,,,,
Finland,1,2003-06-02,1,0,,,,,
France,7,2003-06-02,6,0,,,,,
Germany,10,2003-06-02,9,0,,,,,
India,3,2003-06-02,3,0,,,,,
Indonesia,2,2003-06-02,2,0,,,,,
Italy,9,2003-06-02,9,0,,,,,
Kuwait,1,2003-06-02,1,0,,,,,
Malaysia,5,2003-06-02,3,2,,,,,
Mongolia,9,2003-06-02,9,0,,,,,
New Zealand,1,2003-06-02,1,0,,,,,
Philippines,12,2003-06-02,10,2,,,,,
Republic of Ireland,1,2003-06-02,1,0,,,,,
Republic of Korea,3,2003-06-02,3,0,,,,,
Romania,1,2003-06-02,1,0,,,,,
Russian Federation,1,2003-06-02,0,0,,,,,
Singapore,206,2003-06-02,165,31,,,,,
South Africa,1,2003-06-02,0,1,,,,,
Spain,1,2003-06-02,1,0,,,,,
Sweden,3,2003-06-02,3,0,,,,,
Switzerland,1,2003-06-02,1,0,,,,,
Thailand,8,2003-06-02,6,2,,,,,
United Kingdom,4,2003-06-02,4,0,,,,,
United States,66,2003-06-02,32,0,,,,,
Viet Nam,63,2003-06-02,58,5,,,,,
Total,8384,2003-06-02,5402,770,,,,,
Australia,5,2003-06-03,5,0,,,,,
Brazil,2,2003-06-03,2,0,,,,,
Canada,213,2003-06-03,116,31,,,,,
China,5329,2003-06-03,3558,334,,,,,
"China, Hong Kong Special Administrative Region4",1747,2003-06-03,1326,283,,,,,
"China, Macao Special Administrative Region",1,2003-06-03,1,0,,,,,
"China, Taiwan",679,2003-06-03,136,81,,,,,
Colombia,1,2003-06-03,1,0,,,,,
Finland,1,2003-06-03,1,0,,,,,
France,7,2003-06-03,6,0,,,,,
Germany,10,2003-06-03,9,0,,,,,
India,3,2003-06-03,3,0,,,,,
Indonesia,2,2003-06-03,2,0,,,,,
Italy,9,2003-06-03,9,0,,,,,
Kuwait,1,2003-06-03,1,0,,,,,
Malaysia,5,2003-06-03,3,2,,,,,
Mongolia,9,2003-06-03,9,0,,,,,
New Zealand,1,2003-06-03,1,0,,,,,
Philippines,12,2003-06-03,10,2,,,,,
Republic of Ireland,1,2003-06-03,1,0,,,,,
Republic of Korea,3,2003-06-03,3,0,,,,,
Romania,1,2003-06-03,1,0,,,,,
Russian Federation,1,2003-06-03,0,0,,,,,
Singapore,206,2003-06-03,165,31,,,,,
South Africa,1,2003-06-03,0,1,,,,,
Spain,1,2003-06-03,1,0,,,,,
Sweden,3,2003-06-03,3,0,,,,,
Switzerland,1,2003-06-03,1,0,,,,,
Thailand,8,2003-06-03,6,2,,,,,
United Kingdom,4,2003-06-03,4,0,,,,,
United States,68,2003-06-03,33,0,,,,,
Viet Nam,63,2003-06-03,58,5,,,,,
Total,8398,2003-06-03,5475,772,,,,,
Australia,5,2003-06-04,5,0,,,,,
Brazil,2,2003-06-04,2,0,,,,,
Canada,216,2003-06-04,121,31,,,,,
China,5329,2003-06-04,3674,334,,,,,
"China, Hong Kong Special Administrative Region^4",1748,2003-06-04,1339,283,,,,,
"China, Macao Special Administrative Region",1,2003-06-04,1,0,,,,,
"China, Taiwan",678,2003-06-04,272,81,,,,,
Colombia,1,2003-06-04,1,0,,,,,
Finland,1,2003-06-04,1,0,,,,,
France,7,2003-06-04,6,0,,,,,
Germany,10,2003-06-04,9,0,,,,,
India,3,2003-06-04,3,0,,,,,
Indonesia,2,2003-06-04,2,0,,,,,
Italy,9,2003-06-04,9,0,,,,,
Kuwait,1,2003-06-04,1,0,,,,,
Malaysia,5,2003-06-04,3,2,,,,,
Mongolia,9,2003-06-04,9,0,,,,,
New Zealand,1,2003-06-04,1,0,,,,,
Philippines,12,2003-06-04,10,2,,,,,
Republic of Ireland,1,2003-06-04,1,0,,,,,
Republic of Korea,3,2003-06-04,3,0,,,,,
Romania,1,2003-06-04,1,0,,,,,
Russian Federation,1,2003-06-04,0,0,,,,,
Singapore,206,2003-06-04,165,31,,,,,
South Africa,1,2003-06-04,0,1,,,,,
Spain,1,2003-06-04,1,0,,,,,
Sweden,3,2003-06-04,3,0,,,,,
Switzerland,1,2003-06-04,1,0,,,,,
Thailand,8,2003-06-04,6,2,,,,,
United Kingdom,4,2003-06-04,4,0,,,,,
United States,69,2003-06-04,34,0,,,,,
Viet Nam,63,2003-06-04,58,5,,,,,
Total,8402,2003-06-04,5746,772,,,,,
Australia,5,2003-06-05,5,0,,,,,
Brazil,2,2003-06-05,2,0,,,,,
Canada,218,2003-06-05,120,31,,,,,
China,5329,2003-06-05,3770,336,,,,,
"China, Hong Kong Special Administrative Region^4",1748,2003-06-05,1343,284,,,,,
"China, Macao Special Administrative Region",1,2003-06-05,1,0,,,,,
"China, Taiwan",677,2003-06-05,257,81,,,,,
Colombia,1,2003-06-05,1,0,,,,,
Finland,1,2003-06-05,1,0,,,,,
France,7,2003-06-05,6,0,,,,,
Germany,10,2003-06-05,9,0,,,,,
India,3,2003-06-05,3,0,,,,,
Indonesia,2,2003-06-05,2,0,,,,,
Italy,9,2003-06-05,9,0,,,,,
Kuwait,1,2003-06-05,1,0,,,,,
Malaysia,5,2003-06-05,3,2,,,,,
Mongolia,9,2003-06-05,9,0,,,,,
New Zealand,1,2003-06-05,1,0,,,,,
Philippines,12,2003-06-05,10,2,,,,,
Republic of Ireland,1,2003-06-05,1,0,,,,,
Republic of Korea,3,2003-06-05,3,0,,,,,
